795424

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      95.10              9.66              8.75              0.00
2                      43.40             36.28             33.90             79.02
4                      22.83             12.63             11.53             11.55
8                     108.21              8.88              7.99              0.00
16                     40.20             34.60             32.30             82.65
32                     41.36             21.27             19.72              0.00
64                     39.57             27.16             25.29             50.94
128                    23.37             15.80             14.55             47.99
256                    32.70             17.57             16.20              6.55
512                    57.77             14.32             13.14              0.00
1024                   39.25             22.41             20.79             18.98
2048                   43.03             29.34             27.33             49.92
4096                   90.68             44.54             41.70              0.00
8192                  178.70             92.51             87.01              0.93
16384                 425.38            236.27            222.82             15.13
32768                1840.17           1351.64           1276.50             61.73
65536                3230.79           2590.85           2447.17             73.85
131072               5606.83           4427.15           4181.98             71.79
262144               9665.42           7258.68           6857.09             64.90
