788809

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      19.01             10.21              9.28              5.19
2                      25.39             13.02             11.91              0.00
4                      48.93             25.85             24.04              3.97
8                      26.88             15.88             14.62             24.81
16                     33.18             11.36             10.35              0.00
32                     42.87             21.25             19.68              0.00
64                     46.05             25.98             24.15             16.89
128                    29.85             22.99             21.33             67.87
256                    20.18             13.60             12.49             47.30
512                    39.96             14.17             13.01              0.00
1024                   49.80             22.52             20.91              0.00
2048                   47.03             18.16             16.78              0.00
4096                  101.74             42.39             39.66              0.00
8192                  193.18             91.80             86.34              0.00
16384                 419.87            243.97            230.09             23.55
32768                1778.12           1326.58           1252.87             63.96
65536                3139.15           2548.79           2407.43             75.48
131072               5922.23           4406.10           4162.06             63.57
262144              10120.61           7281.98           6878.95             58.73
