797749

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      22.83             13.39             12.26             22.95
2                      29.19             10.28              9.32              0.00
4                      41.21             35.20             32.86             81.72
8                      32.71             21.97             20.40             47.34
16                     44.66             32.93             30.74             61.85
32                     47.67             21.12             19.57              0.00
64                     36.31             28.53             26.58             70.73
128                    50.70             25.06             23.28              0.00
256                    39.91             20.84             19.32              1.27
512                    36.55             22.26             20.64             30.77
1024                   30.27             21.18             19.65             53.75
2048                   45.43             27.50             25.60             29.98
4096                  104.35             44.08             41.26              0.00
8192                  183.03             95.16             89.51              1.83
16384                 405.39            235.64            222.22             23.61
32768                1876.85           1383.91           1306.96             62.28
65536                3220.22           2583.97           2440.69             73.93
131072               5862.38           4521.27           4270.84             68.60
262144              10774.68           7447.09           7034.99             52.70
