786705

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      30.74              9.28              8.42              0.00
2                      66.10             20.68             19.15              0.00
4                      39.41             22.99             21.32             22.98
8                      26.20             20.21             18.70             68.01
16                     23.03             16.32             15.06             55.50
32                     25.31             13.44             12.33              3.67
64                     55.71             17.48             16.11              0.00
128                    28.49             19.13             17.70             47.10
256                    36.37             13.60             12.48              0.00
512                    35.57             22.55             20.92             37.74
1024                   38.79             17.52             16.18              0.00
2048                   53.57             27.48             25.56              0.00
4096                  101.77             44.90             42.02              0.00
8192                  168.62             92.42             86.91             12.32
16384                 412.73            234.74            221.36             19.59
32768                1849.91           1378.10           1301.46             63.75
65536                3219.47           2586.84           2443.32             74.11
131072               5375.58           4347.20           4106.35             74.96
262144               9327.05           7254.36           6852.84             69.75
