787798

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      20.83             10.90              9.92              0.00
2                      66.06             17.18             15.85              0.00
4                      50.44             24.71             22.97              0.00
8                      41.51             26.55             24.71             39.45
16                     29.90             22.36             20.74             63.64
32                     27.82             18.10             16.71             41.86
64                     42.89             17.34             15.98              0.00
128                    30.77             19.41             17.95             36.66
256                    25.94             17.02             15.71             43.18
512                    32.74             17.61             16.24              6.82
1024                   39.28             21.38             19.83              9.70
2048                   58.27             23.68             21.98              0.00
4096                   98.41             43.48             40.69              0.00
8192                  169.98             92.55             87.05             11.06
16384                 427.21            239.36            225.74             16.79
32768                1802.13           1304.04           1231.51             59.55
65536                3195.84           2560.19           2418.23             73.71
131072               5333.75           4335.90           4095.80             75.64
262144               9041.44           7336.93           6931.06             75.41
