788308

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      20.39             11.55             10.53             16.08
2                      97.17             10.45              9.48              0.00
4                      49.88             44.94             42.09             88.27
8                      22.47             14.99             13.80             45.81
16                     47.48             19.32             17.88              0.00
32                     45.05             35.58             33.22             71.50
64                     45.97             17.04             15.74              0.00
128                    49.84             28.57             26.60             20.07
256                    35.62             26.83             24.99             64.84
512                    50.99             29.96             27.94             24.72
1024                   55.85             23.43             21.76              0.00
2048                   38.88             26.00             24.19             46.74
4096                  100.07             43.20             40.42              0.00
8192                  182.44             91.53             86.08              0.00
16384                 421.99            249.07            234.90             26.38
32768                1827.71           1364.31           1288.47             64.03
65536                3201.38           2580.30           2437.19             74.52
131072               5780.87           4409.46           4165.19             67.07
262144              10475.48           7511.70           7095.82             58.23
