790129

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      17.28              8.97              8.09              0.00
2                      22.62             11.12             10.14              0.00
4                      24.80             13.13             12.04              3.10
8                      48.60             19.00             17.58              0.00
16                     49.00             16.06             14.80              0.00
32                     49.16             14.68             13.48              0.00
64                     48.94             27.22             25.33             14.27
128                    25.51             18.08             16.68             55.45
256                    28.54             14.18             13.06              0.00
512                    50.28             16.88             15.55              0.00
1024                   46.00             20.19             18.68              0.00
2048                   52.35             30.44             28.38             22.81
4096                   97.25             43.19             40.43              0.00
8192                  175.70             91.29             85.85              1.67
16384                 409.46            240.19            226.50             25.27
32768                1899.85           1412.48           1334.00             63.47
65536                3150.28           2528.19           2387.96             73.95
131072               5339.04           4367.33           4125.34             76.45
262144               9413.37           7287.93           6884.56             69.13
