791711

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      21.72             10.72              9.75              0.00
2                      18.77             10.55              9.61             14.42
4                      48.77             14.89             13.70              0.00
8                      52.89             15.43             14.21              0.00
16                     50.41             24.14             22.41              0.00
32                     51.19             18.70             17.29              0.00
64                     34.81             20.09             18.60             20.84
128                    43.99             12.30             11.24              0.00
256                    50.51             23.42             21.75              0.00
512                    40.13             23.78             22.09             25.99
1024                   56.52             20.16             18.70              0.00
2048                   46.45             23.33             21.65              0.00
4096                  100.51             44.51             41.66              0.00
8192                  177.70             92.46             86.96              1.98
16384                 424.22            238.16            224.59             17.15
32768                1838.36           1362.64           1286.90             63.03
65536                3222.97           2588.94           2445.36             74.07
131072               5435.05           4373.43           4131.20             74.30
262144              10777.46           7320.50           6915.48             50.01
