794413

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      24.00             10.37              9.46              0.00
2                      72.69             10.99             10.00              0.00
4                      30.60             25.69             23.89             79.44
8                      39.81             11.51             10.50              0.00
16                     73.66             17.35             16.03              0.00
32                     46.36             20.55             19.03              0.00
64                     45.03             24.65             22.93             11.15
128                    34.14             29.46             27.45             82.95
256                    38.20             30.30             28.22             72.02
512                    40.18             21.82             20.24              9.32
1024                   43.22             19.05             17.61              0.00
2048                   43.92             23.78             22.10              8.88
4096                  100.43             43.72             40.92              0.00
8192                  171.60             92.83             87.30              9.78
16384                 426.11            239.61            225.98             17.47
32768                1820.10           1357.58           1282.16             63.93
65536                3254.58           2581.36           2438.29             72.39
131072               5915.32           4510.09           4260.42             67.02
262144               9527.90           7405.30           6995.70             69.66
