797233

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      66.92             10.12              9.20              0.00
2                      31.99             12.60             11.51              0.00
4                      31.05             22.00             20.39             55.57
8                      35.88             16.39             15.10              0.00
16                     33.99             22.43             20.81             44.49
32                     41.58             13.28             12.18              0.00
64                     36.11             23.15             21.50             39.72
128                    33.46             19.30             17.85             20.66
256                    23.45             14.89             13.67             37.36
512                    43.92             15.65             14.44              0.00
1024                   36.58             19.29             17.82              2.99
2048                   51.62             26.32             24.49              0.00
4096                  102.53             42.60             39.86              0.00
8192                  177.98             91.32             85.88              0.00
16384                 428.08            233.90            220.56             11.96
32768                1813.38           1352.57           1277.32             63.92
65536                3237.39           2601.25           2456.81             74.11
131072               5347.44           4341.26           4100.44             75.46
262144               9126.91           7274.30           6871.16             73.04
