793318

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      20.96             11.47             10.45              9.12
2                      20.44             11.14             10.16              8.46
4                      20.04             11.07             10.09             11.15
8                      18.03             11.28             10.30             34.40
16                     38.61              8.55              7.71              0.00
32                     37.05              9.82              8.91              0.00
64                     61.37             17.55             16.20              0.00
128                    45.09             31.47             29.34             53.60
256                    27.79             13.97             12.80              0.00
512                    26.66             19.00             17.57             56.40
1024                   33.20             17.18             15.85              0.00
2048                   49.23             32.19             30.04             43.29
4096                   99.28             44.35             41.51              0.00
8192                  182.72             92.50             87.01              0.00
16384                 428.50            234.65            221.28             12.40
32768                1800.11           1337.92           1263.49             63.42
65536                3161.76           2507.52           2368.44             72.38
131072               5567.52           4459.97           4212.88             73.71
262144              10348.26           7383.77           6975.04             57.50
