792231

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      32.26             11.71             10.70              0.00
2                      58.75             10.10              9.16              0.00
4                      55.77             19.86             18.38              0.00
8                      34.20             18.71             17.31             10.53
16                     64.16             18.51             17.12              0.00
32                     49.35             28.59             26.62             22.04
64                     30.99             15.20             13.98              0.00
128                    24.73             12.91             11.82              0.01
256                    23.93             18.34             16.95             67.01
512                    34.22             15.58             14.35              0.00
1024                   42.28             23.74             22.04             15.87
2048                   47.12             22.69             21.04              0.00
4096                   99.18             44.23             41.41              0.00
8192                  181.23             92.14             86.66              0.00
16384                 415.36            240.98            227.28             23.28
32768                1867.59           1373.94           1297.54             61.95
65536                3144.66           2530.17           2389.85             74.29
131072               5347.35           4388.60           4145.55             76.87
262144               9015.02           7246.49           6845.47             74.16
