785616

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      23.40             11.29             10.29              0.00
2                      62.09             15.35             14.12              0.00
4                      50.17             26.95             25.08              7.40
8                      41.92             28.05             26.10             46.86
16                     30.54             24.31             22.59             72.40
32                     36.32              9.34              8.43              0.00
64                     26.39             16.42             15.14             34.12
128                    54.25             14.66             13.47              0.00
256                    47.76             23.22             21.57              0.00
512                    37.68             28.08             26.14             63.30
1024                   51.26             22.41             20.79              0.00
2048                   72.64             32.51             30.33              0.00
4096                   99.78             47.24             44.24              0.00
8192                  173.99             93.66             88.08              8.80
16384                 409.18            236.59            223.12             22.64
32768                1860.16           1356.80           1281.38             60.72
65536                3295.59           2598.69           2454.55             71.61
131072               5487.29           4454.15           4207.36             75.44
262144               9398.48           7331.78           6926.18             70.16
