791131

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      21.10              9.60              8.68              0.00
2                     101.27              9.30              8.39              0.00
4                      39.15             28.63             26.68             60.57
8                      44.18             25.73             23.92             22.88
16                     39.61             27.30             25.41             51.56
32                     51.25             20.90             19.35              0.00
64                     59.31             16.40             15.11              0.00
128                    38.26             22.13             20.54             21.51
256                    37.68             24.98             23.22             45.31
512                    36.55             21.63             20.05             25.60
1024                   50.05             25.53             23.75              0.00
2048                   55.17             34.47             32.19             35.72
4096                  100.16             44.05             41.23              0.00
8192                  179.92             91.70             86.24              0.00
16384                 418.04            241.60            227.85             22.57
32768                1857.80           1376.04           1299.60             62.93
65536                3281.51           2625.42           2479.83             73.54
131072               5685.16           4455.00           4208.36             70.77
262144               9305.01           7463.74           7050.96             73.89
