798849

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      28.50              9.96              9.04              0.00
2                      79.28             10.11              9.18              0.00
4                      45.77             39.27             36.71             82.30
8                      37.46             24.04             22.32             39.86
16                     22.85             15.30             14.09             46.38
32                     38.66             13.45             12.31              0.00
64                     45.37             13.82             12.69              0.00
128                    40.67             18.88             17.45              0.00
256                    63.13             16.18             14.93              0.00
512                    59.36             27.20             25.32              0.00
1024                   39.89             17.85             16.48              0.00
2048                   72.36             30.36             28.29              0.00
4096                   95.26             45.65             42.74              0.00
8192                  176.91             92.72             87.21              3.46
16384                 406.66            234.70            221.32             22.30
32768                1792.12           1334.41           1260.12             63.68
65536                3263.00           2599.93           2455.65             73.00
131072               5443.27           4403.81           4159.70             75.01
262144               9455.12           7129.51           6734.52             65.47
