792723

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      25.36              9.89              8.98              0.00
2                     116.00             11.66             10.64              0.00
4                      36.08             29.85             27.81             77.59
8                      29.67             12.99             11.89              0.00
16                     32.20             11.44             10.44              0.00
32                     27.33             10.92              9.93              0.00
64                     34.68             16.53             15.24              0.00
128                    63.01             18.53             17.13              0.00
256                    45.74             22.57             20.94              0.00
512                    42.62             21.95             20.36              0.00
1024                   50.37             27.64             25.74             11.71
2048                   57.63             24.53             22.79              0.00
4096                   91.15             42.44             39.70              0.00
8192                  172.90             91.63             86.18              5.70
16384                 439.33            238.02            224.48             10.32
32768                1835.34           1354.32           1279.05             62.39
65536                3346.32           2651.27           2504.36             72.25
131072               5422.39           4404.41           4160.61             75.53
262144               9183.33           7309.78           6905.49             72.87
