793817

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      19.55             10.87              9.91             12.42
2                      98.11             11.43             10.44              0.00
4                      47.44             42.00             39.30             86.16
8                      18.11             12.31             11.26             48.54
16                     36.42             13.22             12.11              0.00
32                     35.44             29.52             27.49             78.45
64                     41.78             25.38             23.60             30.51
128                    26.54              8.90              8.03              0.00
256                    48.04             21.14             19.59              0.00
512                    43.57             16.19             14.92              0.00
1024                   39.25             21.18             19.63              7.92
2048                   51.46             27.08             25.20              3.30
4096                   99.09             45.37             42.48              0.00
8192                  175.54             92.48             86.98              4.50
16384                 405.66            240.00            226.35             26.81
32768                1817.50           1362.17           1286.47             64.61
65536                3061.47           2463.94           2327.31             74.33
131072               5400.89           4400.22           4156.55             75.93
262144              10170.24           7253.14           6851.81             57.43
