649937

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       5.30
2                       5.38
4                       5.35
8                       5.27
16                      5.38
32                      5.84
64                      6.25
128                     6.39
256                     6.64
512                     7.24
1024                    9.01
2048                   10.60
4096                   14.42
8192                   22.11
16384                  47.85
32768                  84.94
65536                 147.07
131072                323.32
262144                659.47
