645452

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       5.66
2                       5.69
4                       5.71
8                       5.58
16                      5.73
32                      6.17
64                      6.35
128                     6.42
256                     6.77
512                     7.55
1024                    9.39
2048                   10.62
4096                   14.23
8192                   21.87
16384                  47.71
32768                  84.47
65536                 147.57
131072                320.78
262144                654.83
