641934

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       5.28
2                       5.31
4                       5.28
8                       5.35
16                      5.36
32                      5.87
64                      6.11
128                     6.24
256                     6.43
512                     6.97
1024                    9.03
2048                   10.51
4096                   14.30
8192                   22.04
16384                  47.78
32768                  84.55
65536                 146.25
131072                319.66
262144                653.43
