642790

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       5.76
2                       5.71
4                       5.66
8                       5.61
16                      5.65
32                      6.13
64                      6.60
128                     6.84
256                     7.05
512                     7.59
1024                    9.42
2048                   10.75
4096                   14.39
8192                   22.07
16384                  47.89
32768                  84.68
65536                 150.38
131072                320.41
262144                649.80
