648975

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       5.50
2                       5.48
4                       5.50
8                       5.40
16                      5.40
32                      5.92
64                      6.18
128                     6.26
256                     6.48
512                     7.05
1024                    9.08
2048                   10.59
4096                   14.32
8192                   22.01
16384                  47.78
32768                  84.64
65536                 150.66
131072                320.01
262144                653.50
