648123

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       5.68
2                       5.61
4                       5.59
8                       5.54
16                      5.58
32                      6.20
64                      6.46
128                     6.62
256                     7.02
512                     7.58
1024                    9.39
2048                   10.57
4096                   14.22
8192                   21.78
16384                  47.49
32768                  84.24
65536                 147.19
131072                315.79
262144                650.57
