644592

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       5.35
2                       5.48
4                       5.44
8                       5.43
16                      5.52
32                      5.99
64                      6.24
128                     6.26
256                     6.49
512                     7.28
1024                    9.07
2048                   10.59
4096                   14.38
8192                   22.04
16384                  47.87
32768                  84.37
65536                 150.75
131072                320.63
262144                657.07
