654412

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       5.25
2                       5.31
4                       5.25
8                       5.20
16                      5.18
32                      5.79
64                      5.90
128                     5.98
256                     6.21
512                     6.96
1024                    9.00
2048                   10.48
4096                   14.17
8192                   21.91
16384                  47.82
32768                  84.70
65536                 151.08
131072                321.26
262144                655.09
