643730

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       5.58
2                       5.56
4                       5.52
8                       5.58
16                      5.70
32                      6.06
64                      6.37
128                     6.52
256                     7.22
512                     7.44
1024                    9.24
2048                   10.52
4096                   14.02
8192                   21.71
16384                  47.84
32768                  84.43
65536                 148.47
131072                320.72
262144                677.66
