651645

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       5.63
2                       5.65
4                       5.61
8                       5.54
16                      5.56
32                      6.00
64                      6.32
128                     6.49
256                     6.85
512                     7.32
1024                    9.18
2048                   10.51
4096                   14.22
8192                   21.81
16384                  47.66
32768                  84.31
65536                 148.52
131072                320.72
262144                654.36
