635106

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       5.52
2                       5.53
4                       5.64
8                       5.49
16                      5.55
32                      5.87
64                      6.62
128                     6.55
256                     6.92
512                     7.38
1024                    9.21
2048                   10.57
4096                   14.23
8192                   21.92
16384                  47.56
32768                  84.11
65536                 147.92
131072                321.14
262144                655.41
