656987

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       5.32
2                       5.31
4                       5.29
8                       5.21
16                      5.29
32                      5.73
64                      5.92
128                     6.22
256                     6.47
512                     7.19
1024                    9.09
2048                   10.47
4096                   14.26
8192                   21.99
16384                  47.81
32768                  84.61
65536                 151.27
131072                320.34
262144                654.99
