638677

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       5.86
2                       5.94
4                       5.92
8                       5.86
16                      6.03
32                      6.50
64                      6.70
128                     6.85
256                     7.11
512                     7.70
1024                    9.43
2048                   10.63
4096                   14.28
8192                   22.03
16384                  47.83
32768                  84.72
65536                 151.53
131072                321.65
262144                643.24
