636054

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       5.71
2                       5.69
4                       5.70
8                       5.60
16                      5.62
32                      6.18
64                      6.37
128                     6.48
256                     6.68
512                     7.48
1024                    9.25
2048                   10.63
4096                   14.33
8192                   21.98
16384                  47.48
32768                  84.12
65536                 150.69
131072                320.61
262144                656.04
