647254

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       5.73
2                       5.84
4                       5.71
8                       5.62
16                      5.75
32                      6.20
64                      6.66
128                     6.70
256                     7.14
512                     7.59
1024                    9.36
2048                   10.58
4096                   14.28
8192                   21.96
16384                  47.74
32768                  84.74
65536                 151.47
131072                321.80
262144                653.40
