656119

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       5.35
2                       5.37
4                       5.32
8                       5.25
16                      5.40
32                      5.93
64                      6.20
128                     6.35
256                     6.54
512                     7.16
1024                    9.07
2048                   10.65
4096                   14.36
8192                   22.09
16384                  47.87
32768                  84.32
65536                 147.14
131072                318.16
262144                657.84
