1632248

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      10.61
2                      10.38
4                      10.24
8                      10.44
16                     10.41
32                     10.58
64                     10.87
128                    11.04
256                    11.21
512                    12.24
1024                   12.92
2048                   17.64
4096                   22.38
8192                   31.07
16384                  50.39
32768                 118.79
65536                 191.49
131072                371.41
262144                726.59
