1631837

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      10.66
2                      10.94
4                       9.88
8                      10.07
16                     10.08
32                     10.78
64                      9.90
128                    10.09
256                    10.90
512                    12.94
1024                   14.78
2048                   17.46
4096                   22.51
8192                   30.88
16384                  49.83
32768                 118.88
65536                 186.70
131072                373.07
262144                720.29
