1624899

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      10.49
2                      10.47
4                       9.89
8                       9.52
16                      9.63
32                     10.72
64                     10.08
128                    10.57
256                    10.91
512                    11.16
1024                   12.78
2048                   18.01
4096                   22.52
8192                   30.93
16384                  48.79
32768                 116.32
65536                 187.51
131072                371.20
262144                723.82
