1625763

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      10.44
2                      10.82
4                      10.21
8                       9.85
16                     11.39
32                     11.86
64                     11.41
128                    10.98
256                    10.93
512                    12.06
1024                   13.31
2048                   17.04
4096                   22.27
8192                   31.80
16384                  48.29
32768                 118.42
65536                 187.05
131072                374.58
262144                730.81
