1620332

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      11.20
2                      10.08
4                       9.97
8                       9.51
16                      9.47
32                      9.98
64                     10.67
128                    10.40
256                    10.92
512                    12.24
1024                   13.60
2048                   17.50
4096                   22.32
8192                   30.81
16384                  48.61
32768                 115.37
65536                 187.88
131072                371.00
262144                720.14
