1624488

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      11.32
2                       9.81
4                      10.04
8                       9.77
16                      9.52
32                     10.55
64                     10.09
128                    10.55
256                    10.68
512                    12.16
1024                   12.88
2048                   16.45
4096                   22.90
8192                   31.16
16384                  49.95
32768                 118.17
65536                 188.78
131072                374.59
262144                724.77
