1619907

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      12.58
2                      10.48
4                      10.42
8                       9.52
16                     10.12
32                     10.98
64                     10.09
128                    10.74
256                    11.01
512                    11.91
1024                   13.26
2048                   17.81
4096                   21.77
8192                   31.41
16384                  49.17
32768                 117.04
65536                 185.84
131072                374.64
262144                723.30
