1622432

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      12.20
2                      10.17
4                       9.23
8                       9.86
16                      9.40
32                     10.40
64                     10.89
128                    10.49
256                    10.78
512                    11.32
1024                   13.93
2048                   17.49
4096                   22.51
8192                   31.22
16384                  49.73
32768                 117.37
65536                 187.81
131072                378.69
262144                726.71
