1629211

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      12.16
2                       9.70
4                       9.87
8                       9.11
16                      9.23
32                     10.61
64                     11.58
128                    11.50
256                    11.13
512                    11.67
1024                   13.01
2048                   17.78
4096                   22.99
8192                   31.40
16384                  49.78
32768                 115.72
65536                 188.53
131072                375.99
262144                722.95
