1632674

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      11.64
2                      10.79
4                      10.20
8                      11.17
16                     10.17
32                     10.73
64                     11.43
128                    11.14
256                    11.14
512                    12.09
1024                   13.70
2048                   17.66
4096                   22.77
8192                   30.94
16384                  49.06
32768                 120.04
65536                 188.80
131072                373.20
262144                728.90
