1623036

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      11.06
2                      10.00
4                       9.66
8                       9.92
16                      9.46
32                     10.09
64                     10.41
128                    10.27
256                    10.67
512                    12.43
1024                   13.24
2048                   17.64
4096                   22.70
8192                   31.51
16384                  50.89
32768                 118.70
65536                 186.90
131072                375.39
262144                722.05
