1621169

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      11.62
2                      10.80
4                       9.80
8                       9.70
16                      9.23
32                     10.69
64                     11.02
128                    10.99
256                    11.36
512                    11.78
1024                   13.71
2048                   17.84
4096                   22.83
8192                   31.09
16384                  49.71
32768                 117.93
65536                 184.86
131072                372.63
262144                721.72
