1630998

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      10.93
2                       9.99
4                       9.87
8                       9.82
16                     10.21
32                     10.15
64                     10.25
128                    10.83
256                    10.64
512                    11.36
1024                   15.24
2048                   17.57
4096                   22.76
8192                   31.28
16384                  48.82
32768                 118.44
65536                 185.94
131072                375.08
262144                724.91
