1619208

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      12.43
2                      10.13
4                      10.11
8                      10.64
16                      9.58
32                     10.94
64                     10.76
128                    11.89
256                    11.98
512                    12.50
1024                   14.65
2048                   17.78
4096                   22.74
8192                   30.81
16384                  48.64
32768                 116.38
65536                 188.21
131072                378.84
262144                726.15
