1620757

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      10.70
2                       9.97
4                       9.80
8                       9.39
16                      9.52
32                      9.86
64                     10.95
128                    11.43
256                    11.06
512                    12.25
1024                   13.88
2048                   18.10
4096                   23.12
8192                   31.72
16384                  49.37
32768                 119.76
65536                 189.06
131072                371.57
262144                726.15
