1623648

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      11.76
2                      10.40
4                      10.25
8                       9.72
16                      9.53
32                      9.90
64                     11.18
128                    11.15
256                    11.77
512                    11.42
1024                   14.99
2048                   17.83
4096                   22.47
8192                   31.51
16384                  51.35
32768                 117.47
65536                 184.43
131072                373.32
262144                716.36
