1626793

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      11.75
2                       9.93
4                       9.92
8                       9.69
16                      9.44
32                      9.71
64                     10.45
128                    10.24
256                    10.83
512                    11.76
1024                   13.21
2048                   17.91
4096                   22.42
8192                   30.87
16384                  50.00
32768                 120.49
65536                 186.24
131072                370.51
262144                722.51
