1622008

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      10.94
2                      10.02
4                       9.82
8                       9.60
16                      9.49
32                     11.33
64                     11.04
128                    11.33
256                    10.86
512                    11.33
1024                   12.98
2048                   17.16
4096                   22.17
8192                   31.02
16384                  49.19
32768                 117.12
65536                 191.38
131072                373.80
262144                725.76
