1624063

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      10.51
2                       9.66
4                       9.55
8                       9.22
16                      9.70
32                      9.60
64                      9.58
128                     9.82
256                    10.15
512                    10.70
1024                   13.02
2048                   17.56
4096                   22.14
8192                   31.01
16384                  49.07
32768                 116.74
65536                 189.53
131072                373.64
262144                723.29
