1626177

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      13.46
2                      10.26
4                      10.14
8                       9.76
16                      9.38
32                     10.35
64                     10.79
128                    10.59
256                    10.50
512                    11.62
1024                   13.95
2048                   17.50
4096                   22.42
8192                   31.42
16384                  50.21
32768                 118.08
65536                 190.37
131072                373.11
262144                723.87
