790767

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      19.38              9.82              8.92              0.00
2                      68.33              9.29              8.41              0.00
4                      43.13             36.61             34.24             80.98
8                      45.26             17.05             15.74              0.00
16                     42.21             25.22             23.47             27.60
32                     30.58             19.28             17.83             36.62
64                     25.44             15.08             13.86             25.25
128                    41.79             24.45             22.71             23.65
256                    20.85             13.44             12.33             39.95
512                    34.63             16.29             14.99              0.00
1024                   58.23             21.83             20.25              0.00
2048                   48.84             25.46             23.68              1.29
4096                   93.68             43.06             40.30              0.00
8192                  186.50             91.91             86.45              0.00
16384                 424.42            234.12            220.79             13.81
32768                1821.29           1365.46           1289.61             64.65
65536                3195.53           2534.72           2394.20             72.40
131072               5417.19           4379.05           4136.60             74.90
262144               9020.13           7288.55           6885.41             74.85
