787440

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      61.28              9.57              8.68              0.00
2                      36.20             21.93             20.33             29.78
4                      47.88             15.13             13.92              0.00
8                      88.39             38.41             35.92              0.00
16                     27.55             15.45             14.24             15.04
32                     35.68             10.25              9.32              0.00
64                     40.05             17.77             16.40              0.00
128                    34.99             28.17             26.22             73.96
256                    30.69             16.70             15.41              9.20
512                    35.94             17.53             16.18              0.00
1024                   36.39             24.54             22.80             48.01
2048                   49.02             22.69             21.05              0.00
4096                  100.97             45.08             42.20              0.00
8192                  181.50             91.16             85.74              0.00
16384                 428.45            241.29            227.55             17.75
32768                1830.41           1352.35           1277.14             62.57
65536                3301.83           2586.54           2443.14             70.72
131072               5334.54           4312.66           4073.81             74.92
262144               8831.37           7270.15           6867.88             77.27
