790255

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      31.12             11.99             10.93              0.00
2                      50.08             11.23             10.22              0.00
4                      42.79             35.00             32.68             76.15
8                      39.99             19.80             18.34              0.00
16                     53.97             25.83             24.03              0.00
32                     57.93             25.82             24.00              0.00
64                     56.59             29.55             27.52              1.73
128                    43.29             19.17             17.73              0.00
256                    53.19             20.93             19.40              0.00
512                    49.57             23.59             21.90              0.00
1024                   38.07             18.59             17.16              0.00
2048                   48.43             25.76             23.97              5.43
4096                   92.91             44.02             41.20              0.00
8192                  178.12             91.55             86.10              0.00
16384                 445.33            238.99            225.37              8.44
32768                1878.22           1370.85           1294.62             60.81
65536                3364.69           2665.51           2517.67             72.23
131072               5645.50           4359.87           4118.32             68.78
262144               9788.72           7302.30           6898.06             63.95
