786854

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      30.58             11.87             10.82              0.00
2                      46.23             11.55             10.53              0.00
4                      40.40             26.89             25.01             45.98
8                      47.26             27.58             25.68             23.38
16                     24.95             18.35             16.95             61.04
32                     72.63             20.06             18.57              0.00
64                     41.33             20.66             19.13              0.00
128                    43.69             18.66             17.26              0.00
256                    42.51             17.83             16.46              0.00
512                    31.71             18.12             16.76             18.92
1024                   38.24             19.40             17.95              0.00
2048                   50.49             27.21             25.33              8.08
4096                   99.11             46.23             43.29              0.00
8192                  179.35             92.01             86.54              0.00
16384                 432.57            245.54            231.56             19.23
32768                1812.17           1334.92           1260.69             62.14
65536                3220.66           2583.88           2440.57             73.91
131072               5302.28           4360.95           4119.49             77.15
262144               9038.62           7322.27           6917.08             75.19
