792361

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      24.71             10.42              9.48              0.00
2                      17.88              9.27              8.36              0.00
4                      56.40              9.95              9.03              0.00
8                      44.43             31.75             29.61             57.19
16                     33.59             25.17             23.39             64.02
32                     32.29             17.49             16.15              8.43
64                     38.03             26.00             24.16             50.20
128                    37.32             21.09             19.54             16.93
256                    44.88             17.44             16.10              0.00
512                    48.20             17.18             15.86              0.00
1024                   47.25             24.62             22.87              1.05
2048                   55.93             28.61             26.64              0.00
4096                   99.86             46.80             43.83              0.00
8192                  184.38             90.90             85.50              0.00
16384                 446.12            238.60            225.03              7.78
32768                1808.02           1337.00           1262.67             62.70
65536                3229.54           2575.79           2432.95             73.13
131072               5520.08           4453.98           4207.36             74.66
262144               8982.97           7280.12           6877.31             75.24
