791864

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      43.58             10.14              9.21              0.00
2                      56.37             11.25             10.26              0.00
4                      36.63             26.33             24.49             57.96
8                      41.83             21.76             20.19              0.61
16                     33.95             25.44             23.66             64.05
32                     27.98              9.15              8.28              0.00
64                     31.39             17.05             15.73              8.86
128                    55.12             10.48              9.53              0.00
256                    50.74             25.02             23.27              0.00
512                    41.19             23.35             21.68             17.72
1024                   43.94             23.20             21.56              3.81
2048                   67.27             29.02             27.03              0.00
4096                   98.95             43.15             40.38              0.00
8192                  183.02             91.79             86.33              0.00
16384                 414.42            235.39            221.98             19.35
32768                1775.33           1308.56           1235.75             62.23
65536                3199.96           2595.32           2451.34             75.33
131072               6349.56           4400.33           4156.50             53.10
262144              11499.12           7511.39           7095.52             43.80
