799074

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      39.49              9.92              9.01              0.00
2                      59.60             20.28             18.77              0.00
4                      50.96             26.05             24.25              0.00
8                      47.22             18.78             17.38              0.00
16                     43.17             29.00             27.02             47.55
32                     53.38             14.43             13.24              0.00
64                     33.66             28.61             26.65             81.06
128                    28.54             12.58             11.53              0.00
256                    35.23             16.05             14.80              0.00
512                    31.19             11.54             10.54              0.00
1024                   31.39             17.37             16.03             12.53
2048                   35.23             24.23             22.51             51.15
4096                   99.67             47.28             44.28              0.00
8192                  176.91             92.24             86.77              2.43
16384                 429.62            241.69            227.93             17.55
32768                1839.00           1357.90           1282.41             62.48
65536                3310.94           2630.10           2484.29             72.59
131072               5671.40           4393.36           4150.04             69.20
262144               9661.01           7419.50           7008.95             68.02
