794540

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      22.29             13.37             12.25             27.22
2                      20.26             10.29              9.33              0.00
4                      38.57             13.91             12.74              0.00
8                      54.20             19.80             18.32              0.00
16                     45.58             25.23             23.46             13.25
32                     60.22             17.54             16.21              0.00
64                     34.73             23.75             22.05             50.18
128                    30.34             14.35             13.18              0.00
256                    46.86             19.71             18.23              0.00
512                    50.35             15.52             14.28              0.00
1024                   35.78             19.66             18.21             11.45
2048                   60.03             25.45             23.65              0.00
4096                   91.31             43.84             41.04              0.00
8192                  176.27             91.11             85.69              0.61
16384                 421.77            237.82            224.29             17.99
32768                1890.81           1370.48           1294.34             59.80
65536                3208.24           2600.93           2456.82             75.28
131072               5500.55           4467.87           4220.49             75.53
262144               9596.67           7375.80           6967.82             68.13
