792958

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      23.30             12.65             11.58              8.04
2                      24.58             11.25             10.25              0.00
4                      33.27             17.98             16.61              7.93
8                      28.08             15.29             14.05              8.96
16                     24.17             19.61             18.13             74.85
32                     50.24             14.21             13.05              0.00
64                     35.30             25.63             23.82             59.43
128                    30.55             15.16             13.94              0.00
256                    42.63             22.40             20.77              2.61
512                    39.40             24.29             22.57             33.06
1024                   56.17             20.88             19.35              0.00
2048                   63.42             27.73             25.81              0.00
4096                   96.05             43.53             40.74              0.00
8192                  184.24             92.91             87.39              0.00
16384                 425.02            235.63            222.21             14.77
32768                1840.47           1339.13           1264.64             60.36
65536                3272.78           2589.59           2445.90             72.07
131072               5768.77           4443.14           4196.91             68.41
262144               9502.27           7324.74           6919.17             68.53
