796384

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      15.93              8.31              7.48              0.00
2                      21.53             10.71              9.76              0.00
4                      31.63             18.33             16.94             21.44
8                      87.16             11.00             10.01              0.00
16                     36.58             30.36             28.29             77.99
32                     37.09             12.55             11.49              0.00
64                     30.35             16.68             15.38             11.10
128                    41.61             15.74             14.49              0.00
256                    36.11             23.09             21.43             39.25
512                    55.56             21.70             20.13              0.00
1024                   35.81             24.35             22.63             49.39
2048                   67.25             30.21             28.17              0.00
4096                   92.95             42.66             39.92              0.00
8192                  180.94             91.50             86.06              0.00
16384                 434.35            238.62            225.05             13.03
32768                1812.48           1330.62           1256.67             61.66
65536                3214.39           2558.61           2416.78             72.87
131072               5489.20           4355.52           4114.35             72.45
262144               9012.06           7143.33           6748.21             72.31
