798383

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      20.17             10.17              9.21              0.00
2                      31.72             10.48              9.52              0.00
4                      49.79             38.65             36.12             69.14
8                      22.47             15.41             14.20             50.26
16                     42.28              8.71              7.85              0.00
32                     48.87             19.91             18.43              0.00
64                     41.86             17.89             16.52              0.00
128                    75.90             16.77             15.45              0.00
256                    48.88             29.54             27.51             29.70
512                    34.63             20.72             19.19             27.51
1024                   39.93             18.02             16.67              0.00
2048                   54.36             25.98             24.17              0.00
4096                   90.61             42.13             39.41              0.00
8192                  178.39             92.88             87.36              2.11
16384                 436.84            245.94            231.95             17.70
32768                1774.34           1300.88           1228.57             61.46
65536                3195.95           2542.68           2401.74             72.80
131072               5595.43           4457.68           4210.83             72.98
262144              10063.05           7401.90           6992.45             61.94
